courseId, courseName, courseDepartment, creditHours, description
HDFS525,Family Interaction,Human Development and Family Studies,4 hours.,Observation and qualitative analysis of the family as a system; how family organization emerges  is maintained  and changes through social interaction.
HDFS539,Youth  Culture and Society,Human Development and Family Studies,4 hours.,Examines youth as a historically and culturally specific social formation; examines discursive and material positioning of youth within broader intersecting racial  cultural  socio-economic  gender and political contexts to situate youth and youth cultural practices within global and local processes. Specific topics include youth cultures  juvenile justice  education  labor  consumerism  politics  sexuality and activism  as well as methodological considerations of conducting research on youth. Same as AAS 539 and EPS 539. 4 graduate hours. No professional credit.
HDFS379,HDFS Study Abroad Experience,Human Development and Family Studies,1 TO 4 hours.,International experience in areas related to human development and family studies involving foreign travel and study without enrollment in another institution. Experience must be planned and approved in advance via consultation with an HDFS faculty member. May be repeated in separate terms to a maximum of 8 hours if topics vary.
HDFS526,Intimate Partner Violence,Human Development and Family Studies,2 hours.,Extent  nature  causes  and consequences of intimate partner violence in the United States. Examines the complexities of intimate partner violence  including individual  societal  and historical factors that contribute to violence  the implications of making distinctions in types of violence and perpetrators  and the relationship between institutional responses and individual decision-making. Also examines theoretical methodological and ethical issues related to violence research.
HDFS550,Advanced Practicum in HDFS,Human Development and Family Studies,4 hours.,Practicum providing graduate students with supervised experience in the design  implementation  and/or evaluation of outreach programs  policy development  or consultation models designed to meet the needs of children  families and/or communities. Prerequisite: HDFS 450.
HDFS505,Advanced Adolescence,Human Development and Family Studies,2 hours.,Advanced interdisciplinary examination of current research on adolescence as a life course stage and developmental period; focuses on principal contexts of adolescents¿ lives  such as family  peers and school  and examines how experience in these contexts relates to preparation for adulthood. Designed for students with prior course work on adolescence or related topics who plan to do research  teaching  or policy work pertinent to this age period. Prerequisite: Prior course work in human development  developmental psychology or life course sociology.
HDFS527,Family Resiliency,Human Development and Family Studies,4 hours.,Examines complex factors  including culture  economy  and values conflicts  that challenge families and the range of adaptive strategies that families deploy amid various challenges and stressors. Activities include developing a research or action proposal related to developing family resiliency. Credit is not given for both HDFS 527 and HDFS 427. Prerequisite: HDFS 521 or HDFS 525 or equivalent.
HDFS590,Advanced Research Methods,Human Development and Family Studies,4 hours.,Overview of positivist  interpretive  and critical research paradigms and their quantitative and qualitative methodologies; critical evaluation of current social science literature; students develop their own research proposals. 4 graduate hours. No professional credit.
HDFS551,Childhood Obesity I,Human Development and Family Studies,3 hours.,Same as CHLH 530  FSHN 530  KIN 530  NUTR 530  SOCW 570. See NUTR 530.
HDFS541,Inequalities In A Diverse Society,Human Development and Family Studies,4 hours.,Same as LLS 554 and SOCW 554. See SOCW 554.
HDFS561,Child and Family Program Dev,Human Development and Family Studies,4 hours.,Theoretical and practical aspects of planned efforts to influence the development of children  youth  and families in the context of communities  particularly efforts to promote competence and well-being of children and youth  positive parenting  and well-being and adjustment of adults. Examines literature from four approaches: family life education  youth development  prevention/applied developmental science  as well as health promotion and community health.
HDFS444,LGBT Indiv  Fam &amp; Community,Human Development and Family Studies,3 OR 4 hours.,Examines contemporary sexual and gender minority experiences in the context of societal inequality. Of particular interest to students pursuing educational  human service  legal  and/or health profession careers. Same as CHLH 444. 3 undergraduate hours. 4 graduate hours. Prerequisite: SOC 100 or an introductory course on gender issues.
HDFS543,Ethnography Urban Communities,Human Development and Family Studies,4 hours.,Same as AFRO 552  SOC 578  and UP 578. See AFRO 552.
HDFS459,Physical Activity &amp; Aging,Human Development and Family Studies,3 OR 4 hours.,Same as KIN 459. See KIN 459.
HDFS540,Gender &amp; Sexuality,Human Development and Family Studies,2 hours.,Highlights key approaches to gender and sexuality within the multidisciplinary field of family studies; examines how gender and sexuality organize the accomplishment of family life through both social structure and social performance  and their attendant historical  economic and political contexts.
HDFS406,Child Dev Class Supervision,Human Development and Family Studies,5 hours.,Examines the relationships between child development theories and developmentally appropriate and individualized instruction techniques  discipline and guidance strategies  and the role of the family in child development programs. Emphasizes program supervision. Includes direct experience with children and families in a laboratory setting. 5 undergraduate hours. 5 graduate hours. Prerequisite: HDFS 206  HDFS 220  and junior standing.
HDFS552,Childhood Obesity II,Human Development and Family Studies,4 hours.,Same as CHLH 531  FSHN 531  KIN 531  NUTR 531  SOCW 571. See NUTR 531.
HDFS534,Neighborhoods and Human Dev,Human Development and Family Studies,4 hours.,Theories  methodological issues  and current empirical research on the impact of neighborhoods on human development and family welfare across the life course including how neighborhoods characteristics  e.g.  poverty  racial and ethnic composition  and geographic space  influence child and adolescent development  health  and employment opportunities and success in adulthood. Key mechanisms include: family conditions  local environment  social networks  and spatial mismatch. 4 graduate hours. No professional credit.
HDFS595,Seminar,Human Development and Family Studies,1 TO 4 hours.,Discussion and evaluation of current literature on selected topics in human and community development. 1 to 4 graduate hours. No professional credit. May be repeated in the same or subsequent terms.
HDFS500,Professional Development,Human Development and Family Studies,1 hours.,Overview of issues in professional development in the field of human development and family studies; focuses on both academic and applied career paths. Approved for S/U grading only. May be repeated to a maximum of 4 hours.
HDFS494,Applied Research Methods,Human Development and Family Studies,1 TO 4 hours.,Participation in faculty-supervised research as a member of a transdisiplinary team investigating questions related to the health and well-being of children and families. Students propose their own research questions and present findings developed from data gathered by the team. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 6 hours in the same term or to a maximum of 12 hours in separate terms. Prerequisite: Consent of instructor.
HDFS597,Advanced Statistical Analysis,Human Development and Family Studies,4 hours.,Introduction to the conceptual bases and uses of advanced statistical techniques in human development and family research  including factor analysis  cluster analysis  multilevel modeling  and logistic regression. Special attention given to the longitudinal and dyadic analyses and to techniques for handling missing data. Students use common statistical packages and their own data set to produce a journal-style manuscript. 4 graduate hours. No professional credit. Credit is not given for both HDFS 592 and HDFS 597. Prerequisite: HDFS 594 or a graduate-level course in multivariate statistical analysis.
HDFS501,Human Development Theories,Human Development and Family Studies,4 hours.,Overview of basic theories and theoretical perspectives on human development; focuses on major concepts  issues  and questions in the field.
HDFS562,Child &amp; Family Program Eval,Human Development and Family Studies,4 hours.,Introduces practical skills for evaluating service  intervention  and educational programs  including needs assessment  program monitoring and impact assessment  with emphasis on outcome measure selection  randomized and quasi-experimental designs  statistical power analysis  and ethical issues.
HDFS596,Advanced Studies in HDFS,Human Development and Family Studies,1 TO 4 hours.,Library or experimental research on specific problems of limited scope. May be taken in addition to 32 hours required for a master's degree by students who do not write a thesis. For non-thesis students only. May be repeated to a maximum of 4 hours.
HDFS533,Community In American Society,Human Development and Family Studies,4 hours.,Classic U. S. community studies are paired with current journal articles to examine how people in rural  suburban  and urban places go about making  maintaining or losing "community" in the context of societal change. The community studies provide a window on change at the local level including: urbanization  suburbanization  ethnic group interactions  inner-city poverty concentration  household structure variation  economic restructuring  and environmental impacts. Community studies are also critically evaluated both theoretically and as a research strategy. Same as SOC 572 and UP 533. 4 graduate hours. No professional credit.
HDFS529,Youth and Family Acculturation,Human Development and Family Studies,2 hours.,Examines acculturation in youth and families related to immigration and globalization (e.g.  via media  trade). Covers theory regarding individual acculturation styles such as assimilation or integration/biculturalism  and explores societal influences. Also examines how youth and families adapt  including psychological and social adjustment  parent-child acculturation gaps  and risk/protective factors for family resilience. Films and discussions cover different types of acculturating individuals (e.g.  immigrants  refugees  non-migrants) and span several world regions. Prerequisite: Prior coursework in family studies  child/adolescent development or related topics  or consent of instructor.
HDFS599,Thesis Research,Human Development and Family Studies,0 TO 16 hours.,Individual thesis research under supervision of faculty in specialized fields of human and community development. 0 to 16 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.
HDFS594,Intermed Statistical Analysis,Human Development and Family Studies,4 hours.,Overview of common quantitative research methods and statistical analyses used in human development  family  and community research; covers sampling  data management  bivariate analyses  multivariate regression. Students frame a research question and use a common data set and statistical analysis software to prepare methods and results sections of a manuscript suitable for publication. 4 graduate hours. No professional credit. Prerequisite: HDFS 590 or equivalent.
HDFS598,Special Problems in HDFS,Human Development and Family Studies,1 TO 4 hours.,Research or independent study on a special problem that is not part of thesis work. 1 to 4 graduate hours. No professional credit. May be repeated in the same or separate terms to a maximum of 8 hours.
HDFS586,Health and Leisure in Recreation  Sport and Tourism,Human Development and Family Studies,4 hours.,Same as RST 586. See RST 586.
HDFS591,Qualitative Methods,Human Development and Family Studies,4 hours.,Qualitative methods in the social sciences: epistemological context; data collection and relationships with participants; data management  analysis and evaluation; writing strategies. Specific content emphasis alternates annually between field research and grounded theory. 4 graduate hours. No professional credit. May be repeated to a maximum of 8 hours.
HDFS220,Families in Global Perspective,Human Development and Family Studies,3 hours.,Explores economic  political  cultural and social factors affecting families in different countries; examines variations among families in developed and developing nations and their historical  political and cultural contexts. Same as ANTH 210.
HDFS294,Research Internship,Human Development and Family Studies,1 TO 4 hours.,Students work one-on-one or in a small group with a faculty member engaged in research. Students must arrange this research experience with a professor prior to registering for the course. A list of possible research projects can be found at: http://hdfs.illinois.edu/undergraduate/research-opportunities. Once you have found a project that interests you  email the professor and ask to participate in his or her research opportunity. Approved for Letter and S/U grading. May be repeated in the same or separate terms to a maximum of 12 hours. Prerequisite: Consent of instructor; not open to students on probation.
HDFS361,Creative Dance for Children,Human Development and Family Studies,3 hours.,Same as ARTE 350 and DANC 350. See DANC 350.
HDFS221,Asian Families in America,Human Development and Family Studies,3 hours.,Same as AAS 297 and SOCW 297. See SOCW 297.
HDFS225,Close Relationships,Human Development and Family Studies,3 hours.,Initiation  development  and dissolution of committed relationships with same- or opposite-sex partners within familial  cultural  and societal contexts. Prerequisite: Sophomore standing.
HDFS290,Intro to Research Methods,Human Development and Family Studies,4 hours.,Introduction to quantitative and qualitative research methods used to study human development and families. Provides experience conducting observations and survey interviews  evaluating research results  and writing research reports. Prerequisite: HDFS 105.
HDFS341,Asian American Youth,Human Development and Family Studies,3 hours.,Same as AAS 346. See AAS 346.
HDFS322,US Latina and Latino Families,Human Development and Family Studies,3 hours.,Explores a variety of topics and provides a basic overview of issues relevant to the understanding of Latina/Latino families and children in the United States. Examines recent demographic changes in the U.S. population and their implications for the socialization and education of Latina/Latino children and their families. Course content looks at such areas as who are Latina/Latino families; how are those families different from others; what are the similarities and differences within Latinas/Latinos; how does acculturation and language fit into our understanding of these families; and what are the implications for the education success of current and future Latina/Latino children. Same as LLS 322.
HDFS140,Intro Gender &amp; Women's Studies,Human Development and Family Studies,3 hours.,Same as GWS 100 and SOC 130. See GWS 100.
HDFS314,Introduction to Aging,Human Development and Family Studies,3 hours.,Same as CHLH 314  RST 314  PSYC 314  and REHB 314. See CHLH 314.
HDFS262,Motor Develop  Growth &amp; Form,Human Development and Family Studies,3 hours.,Same as KIN 262. See KIN 262.
HDFS305,Middle Childhood,Human Development and Family Studies,3 hours.,Systematic overview of the normative changes that occur in the physical  cognitive  social  emotional  and moral domains during the middle childhood period as well as current social issues that confront many of today's children (such as school violence or poverty). Prerequisite: HDFS 105.
HDFS420,Inequality  Public Policy  and U.S. Families,Human Development and Family Studies,3 OR 4 hours.,Examines influence of economic  demographic and social changes on families in the U.S. and on the opportunities of individual family members. Explores interactions of social class  poverty  race and gender and their effects on family life and on child and adolescent development. Includes critical analysis of health care  employment  immigration  family leave  welfare and other social policy options that affect family life and well-being. 3 undergraduate hours. 4 graduate hours. Prerequisite: HDFS 120.
HDFS503,Social-Emotional Development,Human Development and Family Studies,2 hours.,Theory and research related to social and emotional development from infancy through middle childhood. Key topics include emotional regulation and social-emotional understanding  with special attention to the interpersonal contexts of social-emotional development  including parent-child  sibling and peer relationships. Prerequisite: HDFS 501.
HDFS261,Self-Help Group Dev &amp; Process,Human Development and Family Studies,3 hours.,Defines nature and use of self-help groups in different contexts. Includes role of professionals in group formation and maintenance and develops group planning and management skills. Includes practice in group formation and visits to working groups in the community.
HDFS263,Diversity in Recreation  Sport  and Tourism,Human Development and Family Studies,3 hours.,Same as KIN 230 and RST 230. See RST 230.
HDFS310,Adult Development,Human Development and Family Studies,3 hours.,Focuses on adult development as a means for understanding the quality of family relationships and community functioning. Uses current theoretical approaches to understand adult development and evaluate each approach's usefulness for adults in the contexts of family  health  work  leisure and challenges over the life course. Prerequisite: HDFS 105 or equivalent.
HDFS405,Adolescent Development,Human Development and Family Studies,3 hours.,Examines paths of experience and individual development within the family  the peer group  and other domains through this socially-defined stage of life. 3 undergraduate hours. 3 graduate hours. Prerequisite: HDFS 105 or PSYC 100.
HDFS404,Gerontology,Human Development and Family Studies,3 OR 4 hours.,Same as CHLH 404. See CHLH 404.
HDFS301,Infancy &amp; Early Childhood,Human Development and Family Studies,4 hours.,Reviews development during the first five years of life  including cognitive  social  and biological aspects of early development; includes first-hand observation of young children to supplement and extend lecture material. Prerequisite: HDFS 105 or PSYC 216.
HEBR205,Intensive Biblical Hebrew,Hebrew  Modern and Classical,5 hours.,Same as REL 205. See REL 205.
HEBR201,Elementary Modern Hebrew I,Hebrew  Modern and Classical,5 hours.,Acquaints students with the fundamental principles of the Hebrew language. Develops all four language skills; reading  writing  listening and speaking. Grammar and comprehension are exercised through the textbook  the audio-visual materials and the computer. Easy stories will be used during the term to strengthen reading comprehension. Participation in the language laboratory is required.
HEBR199,Undergraduate Open Seminar,Hebrew  Modern and Classical,1 TO 5 hours.,May be repeated.
HEBR405,Advanced Modern Hebrew I,Hebrew  Modern and Classical,3 hours.,For students who have mastered the fundamental principles of the Hebrew language. Develops competence through reading Hebrew fiction and studying Israeli newspapers and television programs. Communication skills are exercised by means of class discussions  oral presentations  compositions and written reports on stories. 3 undergraduate hours. 3 graduate hours. Prerequisite: HEBR 404 or equivalent.
HEBR202,Elementary Modern Hebrew II,Hebrew  Modern and Classical,5 hours.,Continuation of HEBR 201  with introduction of more advanced grammar  and with emphasis on more fluency in speaking and reading. Participation in the language laboratory is required. Prerequisite: HEBR 201 or equivalent.
HEBR404,Intermediate Modern Hebrew II,Hebrew  Modern and Classical,4 OR 5 hours.,Continuation of HEBR 403. Concentration on ability to engage in reasonable fluent discourse in Hebrew  comprehensive knowledge of formal grammar  and an ability to read easy Hebrew texts. Israeli television programs and movies are used to develop communicative skills and cultural knowledge. Participation in the language laboratory is required. 5 undergraduate hours. 4 graduate hours. Prerequisite: HEBR 403 or equivalent.
HEBR414,Advanced Biblical Hebrew,Hebrew  Modern and Classical,3 OR 4 hours.,Same as REL 414. See REL 414.
HEBR403,Intermediate Modern Hebrew I,Hebrew  Modern and Classical,4 OR 5 hours.,Advanced examination of the fundamental principles of the Hebrew language. Develops all four language skills: reading  writing  listening and speaking. Grammar and comprehension are exercised through the textbooks  the audio-visual materials and the computer. Examples of Hebrew fiction  largely easy stories  will be used during the term to strengthen reading comprehension. Participation in the language laboratory is required. 5 undergraduate hours. 4 graduate hours. Prerequisite: HEBR 202 or equivalent.
HEBR407,Topics Hebrew Lang &amp; Lit,Hebrew  Modern and Classical,3 hours.,Study of advanced topics in the Hebrew language  based upon a selection of Hebrew literature from either the Bible or the modern period. Historical and cultural background of the material will be stressed  together with literary analysis. In certain years  the course will be offered as a course using English translation of texts  with separate discussion section for students who want to read texts in the original. 3 undergraduate hours. 3 graduate hours. May be repeated in the same or subsequent semesters to a maximum of 9 hours  if topics vary. Prerequisite: HEBR 205 or HEBR 406 or consent of instructor.
HEBR406,Advanced Modern Hebrew II,Hebrew  Modern and Classical,3 hours.,Course for advanced knowledge of spoken and written standard Modern Hebrew with emphasis on Modern Hebrew literature and language  Israeli newspapers and Israeli television programs. Communication skills are exercised by means of class discussions  oral presentations  compositions and written reports on stories. 3 undergraduate hours. 3 graduate hours. Prerequisite: HEBR 405 or equivalent.
HIST164,The Automobile,History,3 hours.,Interdisciplinary examination of the automobile industry  its production systems  its marketing strategies  and the way automobiles reflect the changing landscapes of consumer tastes and value over time.
HIST106,Modern Latin America,History,3 hours.,History of the Latin American republics from their independence to the present; emphasis on Argentina  Brazil  Chile  Colombia  Cuba  and Mexico.
HIST120,East Asian Civilizations,History,3 hours.,Surveys the three major East Asian civilizations from ancient and classical times  through the period of Western influence  political revolution  and modernization  to the contemporary age and the emergence of East Asian superpowers. Same as EALC 120. Credit is not given for both HIST 120 and EALC 135.
HIST101,History Now!,History,3 hours.,Teaches students how to apply historical thinking to present day problems. Each version starts with contemporary headlines about a current issue  moves to an investigation of its historical roots and legacies  and pivots back to the present to assess the impact of past history on present reality and to capture those relationships in a collaborative student project. It aims to show  in short  how and why history matters NOW.
HIST103,A History of Everything: The Big Bang to Big Data,History,3 hours.,This introductory survey in "Big History" explores different scales of time as it places human history in larger geological  ecological  and cosmic contexts. Topics include the big bang  planet formation  the origin and development of life  mass extinctions  the emergence of Homo sapiens  the development of agriculture and cities  wars  plagues  and natural disasters  the advent of religion and science  political revolutions  industrialization and globalization  and human impact on the environment.
HIST135,History of Islamic Middle East,History,3 hours.,Introduction to fourteen centuries of Middle East history from the rise of Islam to modern times. Examines the development of Islamic thought  and of religious  social  and political institutions; as well as the transformations of the 19th and 20th centuries in the area consisting of Egypt  the Fertile Crescent  Arabia  Turkey  and Iran.
HIST104,Black Music,History,3 hours.,What is black music  and how do we know what we think we know about it? Together  we will examine musical creations pioneered by Africans and individuals of African descent over several centuries and across hemispheres. Doing so will allow us to consider the unity of the African Diaspora and its music  and also examine internal differences and diversity. Special focus is given to Latin America and the U.S.  but  depending on the semester  we will also read about  listen to  and talk about music and musicians in Asia  Africa  and Europe.
HIST112,History of Africa from 1800,History,3 hours.,Survey of Africa's history from 1800 to the present day. Topics include the Atlantic slave trade  agricultural exchange  growth of Christianity  origins and effects of nineteenth-century European expansion culminating in the "Scramble for Africa " the transformations wrought by European colonial rule during the twentieth century  anticolonial nationalism  decolonization  and postcolonial political  economic  social  and cultural developments. Same as AFST 112.
HIST105,Latin America to Independence,History,3 hours.,Survey of Latin American history from the discovery of America to 1824.
HIST212,History of Eastern Africa,History,3 hours.,Introduction to the history of Eastern Africa from the nineteenth century to the present. Attention to the region's pre-colonial history and institutions is stressed  in order to understand both the transformations brought by European colonialism as well as its limits. The final weeks of the course will examine the differing political  economic  and religious trajectories of the new nation-states since independence in the 1960s.
HIST253,Enlightenment to Existentialsm,History,3 hours.,Survey of the major authors  ideas  events  and styles in the cultural and intellectual history of Europe from the seventeenth to the mid-twentieth centuries  focusing on the intellectual traditions of France  Germany  and Great Britain.
HIST100,Global History,History,3 hours.,Broad introduction to global history  by exploring the global structures and transnational forces that have shaped human history  from the emergence of agriculture and urban centers to our contemporary global village.
HIST271,Nineteenth Century America,History,3 hours.,History of the United States from 1815 to 1900.
HIST255,British Isles to 1688,History,3 hours.,Survey of the political  social and economic  religious  and cultural history of the British people from the "prehistoric" era through the revolution of 1688. Same as MDVL 255.
HIST173,US History Since 1877-ACP,History,4 hours.,Course is identical to HIST 172 except for the additional writing component. Credit is not given for both HIST 173 and HIST 172. Prerequisite: Completion of campus Composition I General Education requirement.
HIST284,Af Am Urban Hist Since 1917,History,3 hours.,Same as AFRO 290. See AFRO 290.
HIST308,The Caribbean Since 1492: From Columbus to Castro,History,3 hours.,Conquistadors – Planters – Pirates – Indigenous Peoples – Enslaved Africans – Religious Reformers – Independence Leaders – Radical Revolutionaries - US Marines - canal builders. Together these people built a new world – a world forged at the intersection of imperial ambitions and international contact  where the peoples and cultures of the Americas  Africa  and Europe collided. This class examines how colonialism  plantation slavery  the age of abolition  and the emergence of national independence movements made the modern Caribbean. Same as LAST 308.
HIST200,Intro Hist Interpretation,History,3 hours.,Through the careful examination of a specific topic or theme  this course provides a thorough introduction to historical interpretation. Particular attention will be devoted to research strategies  writing practices  handling primary and secondary sources  and the analysis of historiography. May be repeated to a maximum of 6 hours with permission of the Director of Undergraduate Studies.
HIST247,Medieval Europe,History,3 hours.,From the fragmentation of the Roman Empire to the formation of territorial monarchies  this course surveys the events  innovations  crises  and movements that shaped western Europe in a pivotal era known as "the Middle Ages." Topics will include the spread of Christianity  the migration of peoples  fundamental changes in economic and social structures  the development of political institutions  the role of women  and the cultural achievements of different communities (the monastery  the town  the court). Same as MDVL 247.
HIST226,Premodern Japanese History,History,3 hours.,Introduction to the history of the Japanese people  their social and cultural systems  politics  and economy  from the earliest times to the sixteenth century. Same as EALC 226.
HIST219,History of the Prison,History,3 hours.,Same as AFRO 221 and LA 221. See LA 221.
HIST213,African Muslim Societies,History,3 hours.,Focuses on the history and historiography of Muslim societies in Africa. Investigates the dynamics of the spread of Islam in Africa  and explores differences in Islam in Africa from other areas of the Islamic world  with attention to the image in Western scholarship of Islam in Africa. Provides students with the knowledge and skills they need to understand this central phenomenon in modern world history. Same as AFST 213 and REL 215.
HIST240,Ancient Greek Civilization,History,3 hours.,The history of ancient Greece and neighboring civilizations from the Archaic Period to the conquests of Alexander.
HIST227,Modern Japanese History,History,3 hours.,Introduction to the history of the Japanese people  their social and cultural systems  politics  and economy  from the mid-sixteenth century to the mid-twentieth century. Same as EALC 227.
HIST245,Wives  Workers and Witches in Pre-Modern Europe,History,3 hours.,Examines the history of women and the evolution of concepts of gender in western Europe from roughly 400 to 1700. Topics include the interactions of class and ethnicity with women's experiences  the social construction of sexuality and gender  the misogynist tradition  and women's self-images. Same as GWS 245 and MDVL 245.
HIST365,Fict &amp; Historical Imagination,History,3 hours.,Explores the relationship between history and fiction by focusing on specific cultural locations.
HIST256,Britain and World Since 1688,History,3 hours.,Historical survey of the British Isles and the British Empire since the late seventeenth century.
HIST272,Twentieth Century America,History,3 hours.,One major emphasis on foreign policy  including the emergence of the United States as a great power after 1898; a second emphasis on the Progressive movement and recurrent attempts at the reform of American society; and racial and urban problems and the conservation of natural resources included.
HIST310,Global Capitalism in History,History,3 hours.,Explores the historical relations between multinational corporations and host countries focusing on political and economic issues.
HIST367,History of Western Medicine,History,3 hours.,Rise and development of medicine in the West since the sixteenth century; interrelations of physiology  pathology  and social demands with the theory and practice of medicine; pattern of professionalization; social role of the physician; conflict among ideas of medicine as an art  a science  and a social service; and problems of mental illness  medical ethics  and nontraditional forms of practice.
HIST345,Medieval Civilization,History,3 hours.,The architectural  artistic  philosophical  political  and religious components of medieval culture  thought  and patterns of behavior; includes monasticism and society and the individual. Same as MDVL 345 and REL 345.
HIST203,Reacting to the Past,History,3 hours.,An introduction to history through participation in role-playing games set in the past. Topics will vary each time the course is taught. Students will take on the roles of historical figures (famous or obscure) engaged in difficult and complicated situations  and will be obliged to adhere to the beliefs and circumstances of those figures while attempting to pursue a course of action that will help them win the game -- and possibly alter the course of history.
HIST202,American Environmental History,History,3 hours.,Introduction to the historical study of Americans' relationship with the natural world. Examination of the ways that "natural" forces have helped to shape American history; the ways that human beings have shaped  altered  and interacted with nature over time; and the ways that cultural  philosophical  scientific  and political attitudes toward the environment have changed from pre-history to the present. Same as ESE 202 and NRES 202.
HIST174,Black America  1619-Present,History,3 hours.,Same as AFRO 101. See AFRO 101.
HIST222,Chinese Thought and Culture,History,3 hours.,Same as EALC 222 and REL 224. See EALC 222.
HIST221,Modern China,History,3 hours.,General introduction to the major themes of the Chinese Revolution from 1840 to the present  emphasizing the interplay between politics  ideas  and culture. Themes include the tension between cultural integrity and Western ideologies  between democratic participation and the tradition of centralized control  and the representation of cultural identity in high and mass cultures. Same as EALC 221.
HIST269,Jewish History Since 1700,History,3 hours.,Explores how life was lived by Jewish women and men through the past three centuries. Will also focus on wider place of the Jews in European society  and the achievements and tragedies of the modern Jewish-non-Jewish relationship. Same as JS 269 and REL 269.
HIST263,History of Medicine in the United States,History,3 hours.,Medicine and public health in the United States from the colonial period through the twentieth century. Topics include medical theories  therapeutic practices  and institutions as determined by science  culture  politics  law  and social structures. Additional attention will be paid to illness and epidemics; health care providers  patients  and public policy. Throughout  the course will highlight race  sex  (dis)ability  and other social categories that have affected medical care and been defined in medical terms. Same as GWS 263.
HIST290,Religion  Violence &amp; America,History,3 hours.,Same as REL 236. See REL 236.
HIST384,Class Politics &amp; Blk Community,History,3 hours.,Same as AFRO 372. See AFRO 372.
HIST280,Caribbean Latina/o Migration,History,3 hours.,Study of the economic  political  and social forces which shaped migration  settlement  and community formation of Puerto Ricans  Cubans  and Dominicans living in the United States. Same as LLS 280.
HIST352,Europe in the World,History,3 hours.,Colonial encounters between Europe and today's Third World viewed in comparative historical perspective. Equal emphasis placed on (colonizing) Europe and colonial experience of Asia  Africa  and South America.
HIST278,Native American History,History,3 hours.,A survey of the Native American experience in North America from the time of first contact to the present. The course will examine the dynamics and consequences of Native dispossession as well as the continuities in American Indian life and culture. Course materials will include writing and testimony by Native people as well as historical narratives  court decisions and government documents. Same as AIS 278.
HIST357,Modern France,History,3 hours.,The development of modern France  with special attention to social and cultural phenomena.
HIST325,History of Korea,History,3 hours.,Same as EALC 367. See EALC 367.
HIST251,Warfare Milit Insts &amp; Soc,History,3 hours.,History of warfare and its relationship to changing technologies  tactics  and political structures  with an emphasis on the ways that military institutions are integrated with society as a whole. Same as GLBL 251.
HIST283,Asian American History,History,3 hours.,Exploration of the migrations of peoples from the Asian continent into the United States  their attempts to build family and community  and their subsequent impact on American history. Same as AAS 283.
HIST111,History of Africa to 1800,History,3 hours.,Survey of African history to 1800  or rather African "histories." Along with historical knowledge  it seeks to give students a basic familiarity with the geography of the continent  as well as to provide an overview of African languages. Through the analysis of secondary as well as of primary sources  students will be introduced to and further examine the development of pre-colonial African societies. Same as AFST 111.
HIST274,US Foreign Relations Since 1917,History,3 hours.,Over the course of the twentieth century the United States rose to superpower status  in the process profoundly shaping world affairs. Students will study the connections between U.S. and global history in this pivotal period. Explores the impact of the United States on world affairs from roughly 1917 through the end of the Cold War. Attention given to the perspectives of people affected by U.S. policies and the limits of U.S. power in the face of developments such as anticolonial nationalism and great power rivalries.
HIST348,Early Euro Absolut &amp; Expansion,History,3 hours.,In the seventeenth and eighteenth centuries Europeans transformed political relations within Europe and their economic relationships with the wider world. This course examines continuities and change from 1600 to 1789  following the themes of authority and power. Topics include the rise of "absolute monarchy" and its alternatives in countries like  England and the Netherlands  as well as European trade and consumption  popular culture  the family  food  clothing  sexuality  and labor.
HIST143,Western Civ Since 1660-ACP,History,4 hours.,Course is identical to HIST 142 except for the additional writing component. Credit is not given for both HIST 143 and HIST 142. Prerequisite: Completion of campus Composition I General Education requirement.
HIST142,Western Civ Since 1660,History,3 hours.,Fundamental developments - social  economic  cultural  intellectual  and political - in the history of mankind and Western society since 1660; includes the rise of modern science  the French and Industrial revolutions  the Romantic movement  the growth of nationalism and socialism  imperialism  urbanization  the Russian Revolution  Nazi Germany  the world wars  and the West and the developing world. Credit is not given for both HIST 142 and HIST 143.
HIST172,US History Since 1877,History,3 hours.,Survey of U.S. history from the end of the Civil War to the present  focusing on struggles to achieve a multiracial democracy  the evolution of an industrial  urbanized  and pluralistic society  the intersections between domestic and global affairs  and the practice of historical interpretation. Epoch-making events and elites are considered in light of their relation to the activities and lives of ordinary people  including people of color  immigrants  women  and the working and middle classes. Credit is not given for both HIST 172 and HIST 173.
HIST141,Western Civ to 1660,History,3 hours.,Fundamental developments in the history of Western societies from antiquity to early modern Europe; includes the Greek and Roman worlds  the influence of Christianity and Islam  the emergence of medieval monarchies  the rise of cities  the commercial and intellectual revolutions of the Middle Ages  the birth of the university  the conquest and colonization of the Atlantic world  the Renaissance and Reformation  the political and religious upheavals of the sixteenth and seventeenth centuries. Credit is not given for both HIST 141 and HIST 140.
HIST369,Spain and Portugal from 1808,History,3 hours.,A modern history of Spain and Portugal.
HIST279,Mexican-American History,History,3 hours.,Same as LLS 279. See LLS 279.
HIST257,Terrorism  Past and Present,History,3 hours.,Explores the history of terrorism  its goals and practices. We recognize that it is not specific to any one ideology  religion  or people. Terrorism is political violence  psychological warfare meant to manipulate a large target audience. Same as GLBL 228.
HIST387,History of Sexuality in U.S.,History,3 hours.,Same as GWS 387. See GWS 387.
